true,ft,image_path
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250709_141839.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313023975_20250628_233002.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S332龙塘路K10+150下行苏庄闸桥西_20250619_104208.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001311841515_20260124_092126.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001316925337_20250802_055732.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11010901071328230002_20260205_123232.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001311841515_20260124_151956.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001315664304_20260212_173716.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001315456823_20260210_023124.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001315959615_20250710_024012.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11010801071328230025_20250629_214208.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S203顺密路K17+400下行木林道班_20250423_020418.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313731852_20250628_071845.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312966376_20250628_233019.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001319804874_20250709_194907.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001311778658_20260222_123156.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319850899_20251111_074011.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071328410017_20260212_095148.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001311778658_20260131_105742.jpg
no,yes,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001315288646_20251014_112520.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250520_152056.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001313532291_20260122_221409.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/X038庞安路K2+300京九铁路西_20250430_122302.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001311523919_20250723_044248.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001311125069_20251018_233032.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314706001_20250629_073126.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001315517071_20260124_072651.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11000000001317455018_20250709_195319.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/baitan/camera_11000000001315959615_20250709_123510.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250712_074547.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250709_102638.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11010901071328230030_20251116_132843.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001313364969_20260124_101156.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11010501071328130024_20260214_153244.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319850899_20251028_073451.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314706001_20250629_180035.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250522_072550.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001311523919_20250707_144304.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/S201通顺路K22+000上行燕京桥下_20250426_112931.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001311523919_20250710_112536.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001313532291_20260122_193252.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/S203顺密路K32+175建材市场西口 密云方向_20250526_171315.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001312966376_20250630_050542.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001314819953_20250629_203256.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11011401071328030095_20250711_010329.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001311014023_20260124_091956.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001312901721_20251116_145450.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250629_084251.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001318159905_20260125_125832.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001317193402_20250630_055636.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071328120048_20260223_082503.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328230058_20250628_193206.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319850899_20251012_015942.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11011201071318230006_20260226_145142.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011401071328030086_20250706_052730.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11000000001313113338_20250629_230445.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11011101071328140062_20251013_131946.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001311823396_20250626_101352.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11010501071328180029_20260228_042107.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xuangua/camera_11000000001319850899_20251014_075118.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/wajue/camera_11000000001318180501_20250626_102140.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001318684770_20260125_083955.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/wajue/G101京沈线K39+350下行富各庄_20250409_133138.jpg
no,no,/HTC/rws/model_tun/data/pic_pack/xvangua/camera_11000000001315517071_20260124_092953.jpg
yes,no,/HTC/rws/model_tun/data/pic_pack/wupin/camera_11010901071328230035_20251111_132019.jpg
yes,yes,/HTC/rws/model_tun/data/pic_pack/gongbiao/camera_11011501071328440035_20250711_132642.jpg
